ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Training_Sample,Gang_Affiliated_Missing,Avg_Days_per_DrugTest_Missing,DrugTests_THC_Positive_Missing,DrugTests_Cocaine_Positive_Missing,DrugTests_Meth_Positive_Missing,DrugTests_Other_Positive_Missing,Prison_Offense_Missing
19557,M,BLACK,28-32,21,False,10.0,Specialized,High School Diploma,2,Property,Less than 1 year,6,2,0,4,1,1,False,False,1,1,False,3 or more,1,False,False,False,False,False,True,False,False,False,False,False,False,0,9,0,1,23.94117647,0.117647059,0.0,0.0,0.0,0.867321867,1.794840295,False,False,False,False,False,1,0,0,0,0,0,0,0
19558,F,BLACK,33-37,22,False,4.0,Standard,High School Diploma,2,Property,1-2 years,4,0,0,2,0,2,False,False,0,0,False,1,0,False,False,False,False,False,True,True,False,False,False,False,False,0,7,0,0,90.71541145,,,,,0.991836735,0.496938776,False,False,False,False,False,1,1,1,1,1,1,1,0
19559,M,BLACK,18-22,10,False,8.0,High,At least some college,0,Drug,1-2 years,2,0,0,0,2,0,False,False,0,0,False,0,0,False,False,False,False,False,True,True,False,False,False,False,False,1,6,0,2,38.5,0.0,0.0,0.0,0.0,1.0,3.0,False,True,True,False,False,0,0,0,0,0,0,0,0
19560,M,WHITE,33-37,25,False,6.0,High,High School Diploma,2,Violent/Non-Sex,More than 3 years,6,4,3 or more,1,3,3,True,False,2,1,True,1,1,False,True,False,False,False,True,True,True,False,False,False,False,0,5,0,0,51.75,0.0,0.0,0.0,0.0,1.0,0.705797101,False,False,False,False,False,1,0,0,0,0,0,0,0
19561,M,WHITE,43-47,7,False,3.0,Standard,Less than HS diploma,3 or more,Property,Less than 1 year,3,6 or more,2,4,1,1,True,False,0,2,False,3 or more,0,False,False,False,False,False,True,False,True,False,True,False,True,3,6,0,0,45.187067111,0.179925691,0.00045525,0.007874477,0.020416416,0.984507042,0.51443662,True,False,False,False,False,0,0,1,1,1,1,1,0
19562,M,WHITE,28-32,3,False,6.0,Standard,Less than HS diploma,1,Drug,1-2 years,7,4,1,2,3,1,False,False,2,3,False,1,2 or more,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,3 or more,205.0,0.0,0.0,0.0,0.0,0.965853659,0.356341463,False,False,False,False,False,0,0,0,0,0,0,0,0
19563,M,BLACK,23-27,5,False,6.0,High,Less than HS diploma,3 or more,Property,Less than 1 year,5,2,0,1,3,1,False,True,2,3,False,0,2 or more,False,False,False,False,False,True,False,False,False,False,False,False,0,10 or more,0,2,99.42857143,0.0,0.0,0.0,0.0,1.0,1.574353448,False,True,False,True,False,1,0,0,0,0,0,0,1
19564,M,BLACK,18-22,11,True,10.0,Specialized,High School Diploma,2,Other,Less than 1 year,4,2,2,2,0,1,False,False,1,1,False,0,0,False,False,False,False,False,True,True,True,False,False,False,False,0,0,0,3 or more,5.846153846,0.07692308,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0,0
19565,M,WHITE,28-32,9,False,5.0,Specialized,Less than HS diploma,0,Property,More than 3 years,1,0,0,1,0,0,False,False,1,0,False,1,0,False,False,False,False,False,True,True,False,True,False,False,False,0,6,0,0,33.2,0.0,0.0,0.0,0.0,0.857429719,0.733433735,False,False,False,False,False,0,0,0,0,0,0,0,0
19566,F,WHITE,38-42,16,True,7.0,High,At least some college,3 or more,Drug,1-2 years,2,1,0,0,2,1,False,False,1,1,False,0,1,False,False,False,False,False,True,False,False,False,False,False,False,0,6,0,0,16.36363636,0.0,0.0,0.0,0.0,1.0,2.705555556,False,False,False,False,False,0,1,0,0,0,0,0,0
19567,M,BLACK,48 or older,23,False,5.0,Standard,Less than HS diploma,0,Property,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,0,4,False,False,3 or more,1,True,3 or more,0,False,False,False,False,True,True,True,True,False,False,False,False,4 or more,2,3 or more,1,150.0,0.25,0.25,0.0,0.0,0.0,0.0,False,False,False,False,False,1,0,0,0,0,0,0,0
19568,F,BLACK,23-27,9,False,,,High School Diploma,1,Violent/Non-Sex,Less than 1 year,5,1,3 or more,1,1,1,False,False,3 or more,1,True,1,2 or more,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,69.093281379,0.067030524,5.52e-07,0.043013005,,0.0,0.0,False,False,False,False,False,1,1,1,1,1,1,1,0
19569,M,WHITE,28-32,4,True,7.0,High,High School Diploma,2,Violent/Non-Sex,1-2 years,7,3,2,5 or more,1,2,True,False,1,1,True,1,0,False,False,False,False,True,False,True,False,False,False,False,False,0,0,0,1,72.5,0.0,0.0,0.0,0.0,1.0,0.839655172,False,True,False,True,False,1,0,0,0,0,0,0,0
19570,M,BLACK,28-32,8,False,4.0,Standard,High School Diploma,1,,Less than 1 year,3,3,0,0,4,1,False,True,1,2,False,0,2 or more,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,123.75,0.25,0.0,0.0,0.0,1.0,0.737878788,False,False,False,False,False,1,0,0,0,0,0,0,1
19571,M,WHITE,23-27,20,False,6.0,High,High School Diploma,1,Drug,Less than 1 year,5,1,0,2,2,1,False,False,0,2,False,0,1,False,False,False,False,False,True,False,False,False,False,False,False,0,10 or more,3 or more,0,30.42857143,0.0,0.0,0.0,0.0,1.0,3.0,True,True,True,False,False,1,0,0,0,0,0,0,0
19572,M,BLACK,48 or older,10,False,3.0,Standard,High School Diploma,3 or more,Property,1-2 years,1,1,1,1,0,0,True,False,1,0,False,1,0,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,507.5,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,1,0,0,0,0,0,0,0
19573,M,WHITE,23-27,1,False,6.0,Specialized,High School Diploma,1,Violent/Non-Sex,1-2 years,2,1,1,1,1,0,False,False,0,0,False,0,0,False,False,False,False,False,True,True,True,False,False,False,False,0,6,0,1,33.08333333,0.0,0.0,0.0,0.0,1.0,1.840050378,False,False,False,False,False,1,0,0,0,0,0,0,0
19574,M,WHITE,43-47,24,False,3.0,Standard,At least some college,2,Property,Less than 1 year,5,6 or more,2,3,1,2,True,False,2,1,False,1,1,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,127.7692308,0.0,0.0,0.0,0.0,0.963275135,0.439795304,False,False,False,False,False,0,0,0,0,0,0,0,0
19575,M,BLACK,23-27,14,False,8.0,High,High School Diploma,3 or more,Drug,1-2 years,5,2,3 or more,0,2,0,False,False,1,2,False,1,1,False,False,False,False,False,True,True,False,False,False,False,False,4 or more,10 or more,3 or more,0,49.3,0.5,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,1,0,0,0,0,0,0,0
19576,M,WHITE,33-37,14,False,8.0,Standard,Less than HS diploma,2,Drug,1-2 years,4,2,0,2,1,1,False,False,1,0,False,1,2 or more,False,False,False,False,False,True,True,False,False,False,False,False,0,8,0,0,9.396551724,0.05172414,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,1,0,0,0,0,0,0,0
19578,F,WHITE,28-32,11,True,6.0,High,At least some college,0,Drug,1-2 years,1,0,0,0,1,0,False,False,0,1,True,0,1,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,2,75.0,0.0,0.0,0.0,0.0,1.0,4.058333333,False,False,False,False,False,0,1,0,0,0,0,0,0
19579,M,WHITE,18-22,10,False,7.0,High,Less than HS diploma,1,Property,Less than 1 year,2,0,0,2,0,0,False,False,1,0,False,1,0,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,0,117.428261505,0.220431716,,0.000217386,0.005103092,0.0,0.0,False,True,False,False,True,1,0,1,1,1,1,1,0
19580,M,WHITE,18-22,22,True,8.0,High,High School Diploma,1,Drug,Less than 1 year,5,2,0,2,1,2,False,False,1,0,False,0,1,False,False,False,False,False,True,False,False,False,False,False,True,3,4,2,0,38.359584989,0.012032579,,0.001180659,0.000503788,0.952879581,1.0,False,True,True,False,False,0,0,1,1,1,1,1,0
19581,F,WHITE,38-42,17,False,,High,High School Diploma,0,Property,1-2 years,1,0,0,1,0,0,False,False,1,0,False,1,0,False,False,False,False,False,True,False,True,False,False,False,False,0,0,0,0,61.33333333,0.0,0.0,0.0,0.0,1.0,1.323369565,True,False,False,False,False,0,1,0,0,0,0,0,0
19582,M,WHITE,18-22,21,False,8.0,Specialized,High School Diploma,0,Violent/Sex,Greater than 2 to 3 years,1,0,0,0,0,0,False,False,1,0,False,0,0,False,False,False,False,False,True,True,True,False,False,False,False,4 or more,10 or more,0,0,148.454590862,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,1,0,1,0,0,0,0,0
19583,M,WHITE,38-42,2,True,9.0,Specialized,High School Diploma,3 or more,Drug,Greater than 2 to 3 years,5,6 or more,1,4,2,4,False,False,0,3,False,1,1,False,False,False,False,False,True,False,True,False,True,False,False,4 or more,7,3 or more,1,106.625,0.125,0.0,0.375,0.0,0.922626026,0.428194607,False,True,False,False,True,1,0,0,0,0,0,0,0
19584,M,BLACK,28-32,22,False,7.0,High,Less than HS diploma,1,Drug,1-2 years,4,6 or more,0,0,2,2,False,False,1,1,False,0,0,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0,2,58.84615385,0.0,0.0,0.0,0.0,1.0,1.432352941,False,False,False,False,False,1,0,0,0,0,0,0,0
19585,M,BLACK,28-32,12,False,6.0,Standard,Less than HS diploma,1,Violent/Non-Sex,1-2 years,9,0,2,2,1,5 or more,False,False,3 or more,1,True,3 or more,1,False,False,False,False,True,True,False,True,False,False,True,True,4 or more,10 or more,3 or more,1,151.0,0.5,0.5,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0,0
19586,M,BLACK,38-42,6,True,8.0,Specialized,At least some college,0,Drug,More than 3 years,7,5,3 or more,0,3,0,False,False,1,1,False,0,1,False,False,False,False,False,True,True,True,False,False,False,False,0,0,0,1,37.40909091,0.13636364,0.045454547,0.0,0.0,0.922235723,0.443803159,False,False,False,False,False,1,0,0,0,0,0,0,0
19587,M,BLACK,23-27,14,False,7.0,High,Less than HS diploma,0,Property,Greater than 2 to 3 years,5,6 or more,0,1,5 or more,2,False,False,2,1,False,1,1,True,False,False,False,False,True,True,False,False,True,False,False,0,10 or more,0,0,17.4,0.088888891,0.0,0.0,0.0,0.974457216,0.466475096,False,True,False,False,True,0,0,0,0,0,0,0,0
19588,M,BLACK,23-27,20,False,8.0,Standard,Less than HS diploma,0,Drug,Greater than 2 to 3 years,7,0,1,1,5 or more,0,False,False,1,0,False,0,2 or more,False,False,False,True,False,True,True,False,False,False,False,True,0,0,0,3 or more,71.073921407,0.193639439,0.001123085,1e-09,0.000812866,0.905594406,0.638548951,False,True,False,True,False,1,0,1,1,1,1,1,0
19589,M,WHITE,23-27,7,False,6.0,Specialized,At least some college,0,Violent/Non-Sex,Greater than 2 to 3 years,2,4,1,1,3,0,False,False,0,1,False,0,0,False,False,False,False,False,True,False,True,False,False,False,False,0,0,0,0,109.8,0.0,0.0,0.0,0.0,1.0,1.330601093,False,False,False,False,False,1,0,0,0,0,0,0,0
19590,M,BLACK,18-22,5,True,10.0,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,8,0,3 or more,2,0,1,False,False,1,3,True,1,0,False,False,False,False,False,True,True,False,False,False,False,False,1,4,1,0,24.0,0.666666687,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0,0
19591,M,BLACK,28-32,5,False,5.0,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,6,5,3 or more,2,2,1,True,True,0,1,True,0,0,False,True,True,False,False,False,True,True,False,False,False,True,3,6,1,0,56.0,0.06666667,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0,0
19592,M,BLACK,28-32,8,False,9.0,Specialized,Less than HS diploma,3 or more,Property,1-2 years,5,3,1,1,2,4,True,False,1,2,True,2,1,False,True,False,False,True,False,True,False,False,False,True,False,4 or more,1,1,1,80.1,0.200000003,0.200000003,0.0,0.0,0.0,0.0,False,False,False,False,False,1,0,0,0,0,0,0,0
19593,M,BLACK,18-22,20,True,8.0,High,High School Diploma,0,Property,1-2 years,3,0,0,3,0,0,False,False,1,0,False,1,0,False,False,False,False,False,False,True,True,False,True,True,True,1,0,0,0,255.5,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0,0
19594,M,WHITE,18-22,7,True,6.0,High,High School Diploma,0,Property,1-2 years,3,4,1,2,0,4,True,False,2,1,False,3 or more,0,False,False,False,False,False,True,True,False,False,True,True,False,4 or more,10 or more,2,3 or more,24.4375,0.083333336,0.0625,0.0,0.0,0.282182438,0.934143223,False,True,False,False,True,0,0,0,0,0,0,0,0
19595,M,BLACK,18-22,7,True,9.0,Specialized,High School Diploma,0,Property,1-2 years,3,0,0,3,0,0,False,False,0,0,False,1,0,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,43.230637397,0.346501761,0.00271134,,0.03417545,0.0,0.0,False,True,True,False,False,0,0,1,1,1,1,1,0
19596,M,WHITE,18-22,14,False,8.0,High,High School Diploma,0,Property,Less than 1 year,2,3,1,1,0,1,False,True,0,3,False,2,0,False,False,False,False,False,True,False,True,False,False,False,False,0,6,0,0,4.611111111,0.055555556,0.0,0.0,0.0,1.0,1.0,False,True,False,True,False,1,0,0,0,0,0,0,0
19597,M,BLACK,23-27,15,False,7.0,Specialized,High School Diploma,0,Property,Greater than 2 to 3 years,3,0,0,3,0,0,False,False,0,0,False,1,0,False,False,False,False,False,True,True,True,False,False,False,False,0,0,0,1,17.7,0.0,0.0,0.0,0.0,0.697740113,1.0,False,True,False,False,True,0,0,0,0,0,0,0,0
19598,M,BLACK,23-27,3,True,7.0,High,High School Diploma,3 or more,Drug,Greater than 2 to 3 years,3,2,0,2,2,1,False,False,0,0,False,0,2 or more,False,False,False,True,False,False,False,False,False,False,False,False,0,6,3 or more,0,90.57142857,0.0,0.0,0.0,0.0,0.883280757,1.152208202,False,True,True,False,False,1,0,0,0,0,0,0,0
19599,M,WHITE,48 or older,8,False,4.0,Standard,High School Diploma,0,Drug,1-2 years,3,2,0,0,3,2,False,False,1,1,False,1,1,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,1,142.904891977,0.65991912,,7.9523e-05,,0.251082251,1.0,False,False,False,False,False,0,0,1,1,1,1,1,0
19600,M,BLACK,48 or older,7,False,1.0,Specialized,High School Diploma,3 or more,Other,1-2 years,1,0,0,0,0,0,False,False,0,1,False,0,0,False,False,False,False,False,True,False,True,True,True,False,False,0,10 or more,2,0,59.58333333,0.0,0.0,0.0,0.0,1.0,1.021678322,False,False,False,False,False,1,0,0,0,0,0,0,1
19601,F,WHITE,33-37,3,False,5.0,Standard,At least some college,0,Property,Less than 1 year,4,3,0,4,2,1,False,False,1,1,False,2,0,False,False,False,False,False,True,False,True,False,False,False,True,0,10 or more,3 or more,1,76.0,0.0,0.0,0.25,0.0,0.0,0.0,False,True,True,False,False,1,1,0,0,0,0,0,0
19602,M,BLACK,28-32,12,False,7.0,,Less than HS diploma,0,Violent/Non-Sex,1-2 years,4,3,2,1,2,1,False,True,0,1,True,0,0,False,False,True,False,False,True,True,True,False,True,False,False,1,1,0,0,,,7.6e-08,0.000373103,,1.0,2.0,False,True,False,False,True,1,0,1,1,1,1,1,0
19603,F,WHITE,28-32,24,False,7.0,High,At least some college,2,Property,Less than 1 year,2,2,0,3,0,1,False,False,0,0,False,0,0,False,False,False,False,True,True,False,False,False,False,False,False,0,6,0,0,151.6666667,0.0,0.0,0.0,0.0,1.0,2.408241758,False,False,False,False,False,1,1,0,0,0,0,0,0
19604,F,BLACK,23-27,6,False,5.0,Standard,High School Diploma,0,Violent/Non-Sex,More than 3 years,2,0,1,1,0,0,False,False,0,0,False,0,0,False,False,False,False,False,False,True,True,False,False,False,True,3,0,0,3 or more,59.8125,0.0,0.0,0.0,0.0,0.934169279,0.381661442,False,False,False,False,False,1,1,0,0,0,0,0,0
19605,F,WHITE,48 or older,25,False,2.0,Standard,At least some college,3 or more,Property,1-2 years,2,0,0,2,0,0,False,False,0,0,False,1,0,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,0,57.997718279,,3.3e-06,,0.007171598,1.0,1.835427136,True,False,False,False,False,1,1,1,1,1,1,1,0
19606,M,BLACK,48 or older,23,False,1.0,Standard,High School Diploma,3 or more,Property,Less than 1 year,7,6 or more,1,5 or more,0,5 or more,False,False,3 or more,4 or more,True,3 or more,0,True,True,False,False,False,True,True,False,False,False,False,False,2,0,0,0,56.0,0.0,0.166666672,0.0,0.0,0.0,0.0,False,True,False,True,False,1,0,0,0,0,0,0,0
19607,M,BLACK,28-32,18,False,1.0,,High School Diploma,3 or more,,Less than 1 year,8,6 or more,3 or more,1,4,4,True,True,2,0,False,0,1,False,False,False,False,True,True,False,True,False,False,False,False,0,0,0,3 or more,252.773784681,0.1046249,,0.025702187,0.000449618,0.0,0.0,False,True,True,False,False,1,0,1,1,1,1,1,1
19608,M,BLACK,33-37,5,False,7.0,High,Less than HS diploma,3 or more,Property,1-2 years,5,4,0,1,4,0,False,False,1,4 or more,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,30.85714286,0.142857149,0.0,0.0,0.0,0.060185185,1.0,False,True,False,True,False,1,0,0,0,0,0,0,1
19609,M,BLACK,23-27,12,False,6.0,High,Less than HS diploma,0,Violent/Non-Sex,Less than 1 year,7,1,0,0,3,5 or more,False,False,0,2,False,0,1,False,False,False,False,True,True,False,False,False,False,True,False,4 or more,0,0,0,41.269574868,0.153239589,,0.024662172,3.9168e-05,1.0,1.0,False,False,False,False,False,1,0,1,1,1,1,1,1
19610,M,BLACK,28-32,22,False,7.0,High,High School Diploma,1,Other,Less than 1 year,7,6 or more,3 or more,1,3,5 or more,True,False,1,4 or more,True,0,2 or more,False,False,False,False,False,True,False,False,False,False,True,True,2,3,3 or more,1,18.88888889,0.111111112,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0,0
19611,M,BLACK,18-22,14,False,7.0,Specialized,Less than HS diploma,1,Violent/Non-Sex,Greater than 2 to 3 years,3,5,1,2,0,3,False,False,1,3,True,2,0,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,71.7,0.0,0.0,0.0,0.0,0.89679219,1.018828452,False,False,False,False,False,1,0,0,0,0,0,0,0
19612,F,WHITE,33-37,24,False,6.0,Standard,At least some college,1,Other,Less than 1 year,3,2,0,1,2,2,False,True,2,2,False,1,2 or more,True,False,False,False,False,True,True,True,False,False,False,False,0,6,0,0,18.73333333,0.0,0.0,0.0,0.0,1.0,1.299822064,False,True,False,False,True,1,1,0,0,0,0,0,0
19613,M,WHITE,48 or older,17,False,2.0,Specialized,High School Diploma,3 or more,Violent/Sex,Greater than 2 to 3 years,1,0,1,0,0,0,False,False,1,0,False,0,0,False,False,False,False,False,True,False,True,False,False,False,False,0,10 or more,0,0,15.38636364,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,0,0,0,0,0,0,0,0
19614,F,WHITE,33-37,14,False,9.0,Specialized,High School Diploma,2,Property,1-2 years,5,6 or more,1,1,2,4,True,False,2,4 or more,False,1,2 or more,False,False,False,False,False,True,True,False,False,False,False,False,0,3,0,0,89.5,0.0,0.0,0.0,0.0,0.787709497,2.0,False,False,False,False,False,1,1,0,0,0,0,0,0
19615,M,BLACK,28-32,6,False,5.0,Standard,High School Diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,3,1,3 or more,0,0,0,False,False,1,0,True,0,0,False,False,False,False,False,False,False,True,True,False,False,False,0,10 or more,0,0,23.1,0.06666667,0.0,0.0,0.0,0.454545455,1.581168831,False,True,False,True,False,0,0,0,0,0,0,0,0
19617,M,WHITE,33-37,7,False,8.0,High,High School Diploma,3 or more,Other,Greater than 2 to 3 years,3,0,1,1,0,0,False,True,1,0,True,0,0,False,False,True,False,False,False,True,False,False,False,False,False,0,10 or more,3 or more,0,15.50909091,0.018181818,0.0,0.036363635,0.0,1.0,0.856389215,False,False,False,False,False,0,0,0,0,0,0,0,0
19618,M,WHITE,28-32,20,True,9.0,Specialized,High School Diploma,1,Drug,Less than 1 year,7,4,1,0,5 or more,2,True,False,1,1,False,0,2 or more,False,False,False,False,False,True,False,False,False,True,False,False,4 or more,0,0,1,107.0,0.5,0.0,0.0,0.0,0.990654206,1.0,False,True,True,False,False,1,0,0,0,0,0,0,0
19619,M,BLACK,23-27,6,True,6.0,High,Less than HS diploma,0,Other,Less than 1 year,3,2,2,1,0,2,False,False,0,0,False,1,0,False,False,False,False,False,False,True,True,False,False,False,False,1,10 or more,3 or more,2,17.73913043,0.086956523,0.086956523,0.0,0.0,0.0,0.0,False,True,False,True,False,1,0,0,0,0,0,0,0
19620,M,BLACK,43-47,19,False,2.0,Standard,At least some college,2,Property,1-2 years,3,6 or more,0,3,1,2,False,False,3 or more,4 or more,False,2,1,True,False,False,False,False,False,True,False,False,False,False,False,0,0,0,1,136.8333333,0.0,0.0,0.0,0.0,1.0,0.889768575,False,False,False,False,False,1,0,0,0,0,0,0,0
19621,F,WHITE,28-32,12,True,9.0,Specialized,Less than HS diploma,0,Drug,1-2 years,5,1,0,2,1,2,False,False,1,0,False,2,1,False,False,False,False,False,True,True,True,False,False,False,False,0,4,0,0,24.52173913,0.0,0.0,0.0,0.0,0.921985816,0.647606383,False,True,False,True,False,1,1,0,0,0,0,0,0
19622,M,BLACK,18-22,8,False,8.0,High,Less than HS diploma,0,Property,Less than 1 year,4,1,0,2,0,2,False,False,0,1,False,1,0,False,False,False,False,False,True,True,False,False,True,False,False,0,0,0,0,51.105966548,,,,0.009840242,0.0,0.0,False,True,True,False,False,0,0,1,1,1,1,1,0
19623,M,BLACK,18-22,2,True,7.0,Standard,Less than HS diploma,3 or more,Property,Less than 1 year,4,1,1,3,0,1,True,False,2,1,True,2,0,False,True,False,False,True,True,True,True,False,False,False,False,2,0,0,0,,,0.013139615,0.015201716,0.026599684,0.0,0.0,False,True,True,False,False,1,0,1,1,1,1,1,0
19624,M,BLACK,48 or older,11,False,3.0,Standard,High School Diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,1,0,1,0,0,0,False,False,0,0,True,0,0,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,1,172.0,0.0,0.0,0.5,0.0,0.0,0.0,False,False,False,False,False,1,0,0,0,0,0,0,0
19625,M,BLACK,38-42,12,False,8.0,High,High School Diploma,1,Violent/Non-Sex,More than 3 years,5,0,2,0,0,1,False,False,0,0,True,0,0,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,73.2,0.0,0.0,0.0,0.0,0.237704918,0.99795082,False,False,False,False,False,1,0,0,0,0,0,0,0
19626,M,BLACK,38-42,4,False,4.0,Standard,At least some college,3 or more,Drug,1-2 years,1,0,0,0,1,0,False,False,1,0,False,0,1,False,False,False,False,False,True,False,False,False,False,False,False,0,6,1,1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0,0,0,0,0,0
19628,M,BLACK,28-32,16,True,9.0,High,At least some college,3 or more,Other,Less than 1 year,10 or more,6 or more,2,5 or more,5 or more,4,False,True,3 or more,1,True,2,2 or more,True,False,True,False,False,True,False,False,False,False,False,False,0,0,0,0,58.873296617,0.454401695,0.000759456,,0.001299327,0.0,0.0,False,True,True,False,False,1,0,1,1,1,1,1,0
19629,M,WHITE,23-27,16,False,6.0,,High School Diploma,0,Violent/Sex,Less than 1 year,8,3,1,2,0,5 or more,False,False,1,2,False,0,0,False,False,False,False,True,False,True,True,True,False,False,True,4 or more,0,0,1,33.3,0.0,0.0,0.100000001,0.0,1.0,2.0,False,True,True,False,False,1,0,0,0,0,0,0,0
19630,F,WHITE,28-32,19,,4.0,Standard,High School Diploma,1,Property,1-2 years,1,6 or more,1,0,0,5 or more,False,False,0,2,False,0,0,False,False,False,False,False,True,True,False,False,True,False,True,4 or more,10 or more,3 or more,3 or more,54.6,0.100000001,0.100000001,0.100000001,0.300000012,0.0,0.0,True,True,False,True,False,1,1,0,0,0,0,0,0
19631,M,BLACK,48 or older,8,False,4.0,Standard,Less than HS diploma,1,Other,1-2 years,2,2,0,0,3,0,False,False,0,0,False,0,2 or more,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,328.0,0.0,0.0,0.0,0.0,0.987804878,0.556783537,False,False,False,False,False,0,0,0,0,0,0,0,0
19632,M,BLACK,23-27,1,False,7.0,,Less than HS diploma,0,Property,Less than 1 year,4,0,0,3,0,1,False,False,0,0,False,2,0,False,False,False,False,True,True,False,False,False,False,False,False,0,6,1,0,52.0,0.0,0.0,0.0,0.0,0.192307692,1.0,False,True,True,False,False,1,0,0,0,0,0,0,0
19633,M,BLACK,28-32,14,True,8.0,Specialized,Less than HS diploma,2,Other,1-2 years,9,6 or more,3 or more,2,4,5 or more,False,True,1,4 or more,True,3 or more,2 or more,False,False,True,False,False,True,True,True,False,False,False,False,0,0,0,0,,0.206366417,0.029875745,2.4119e-05,,0.0,0.0,False,True,True,False,False,1,0,1,1,1,1,1,0
19634,M,BLACK,33-37,14,False,7.0,High,High School Diploma,1,Property,1-2 years,2,1,0,1,0,0,False,False,1,0,False,1,0,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,1,,0.072684815,0.007764834,,0.059324663,0.0,0.0,False,False,False,False,False,1,0,1,1,1,1,1,0
19635,M,WHITE,43-47,8,False,3.0,Standard,High School Diploma,3 or more,Property,1-2 years,1,0,0,1,0,0,False,False,1,0,False,1,0,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,0,23.08333333,0.0,0.0,0.0,0.0,0.960288809,6.0,False,False,False,False,False,1,0,0,0,0,0,0,0
19636,F,BLACK,48 or older,1,True,3.0,Standard,High School Diploma,3 or more,Property,1-2 years,2,0,0,2,0,0,False,False,2,0,False,2,0,False,False,False,False,False,False,True,False,False,False,False,False,0,5,1,0,54.0625,0.0,0.0625,0.0,0.0,0.0,0.0,False,True,False,True,False,1,1,0,0,0,0,0,0
19637,F,WHITE,48 or older,19,False,3.0,,Less than HS diploma,0,Property,1-2 years,5,3,0,5 or more,0,2,False,False,3 or more,1,False,3 or more,0,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,118.518541323,0.037192552,0.001579407,0.052861306,0.038417232,0.379707576,0.161829863,True,True,False,False,True,1,1,1,1,1,1,1,0
