ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Training_Sample,Gang_Affiliated_Missing,Avg_Days_per_DrugTest_Missing,DrugTests_THC_Positive_Missing,DrugTests_Cocaine_Positive_Missing,DrugTests_Meth_Positive_Missing,DrugTests_Other_Positive_Missing
22096,M,WHITE,18-22,13,False,6.0,Specialized,High School Diploma,0,Violent/Non-Sex,1-2 years,2,1,2,0,1,1,True,False,1,1,True,1,0,False,False,False,False,False,True,True,True,False,False,False,False,0,0,0,0,93.34937314,0.230146278,4.697e-06,0.008780919,0.000358505,0.936813187,2.0,False,True,False,False,True,0,0,1,1,1,1,1
22097,M,BLACK,48 or older,1,False,2.0,Standard,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,2,2,2,0,0,1,True,False,1,1,True,0,0,False,True,False,False,False,False,True,True,False,False,True,False,2,0,0,1,216.3333333,0.0,0.0,0.0,0.0,0.859784284,0.562788906,False,True,False,True,False,1,0,0,0,0,0,0
22098,M,BLACK,48 or older,11,False,3.0,Standard,High School Diploma,1,Property,Less than 1 year,10 or more,3,0,5 or more,1,5 or more,False,False,3 or more,2,False,3 or more,1,True,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0
22099,M,BLACK,23-27,12,False,7.0,High,Less than HS diploma,1,,Less than 1 year,4,6 or more,0,0,5 or more,3,False,False,1,4 or more,False,0,2 or more,True,False,False,False,True,False,False,True,False,False,False,False,2,0,0,0,28.8,0.0,0.0,0.0,0.0,1.0,3.0,False,True,False,True,False,1,0,0,0,0,0,0
22100,M,BLACK,38-42,21,False,4.0,Standard,At least some college,1,Other,1-2 years,4,6 or more,3 or more,1,2,1,True,True,1,1,True,1,1,True,False,True,False,False,True,True,False,False,False,False,False,0,5,0,1,87.33333333,0.0,0.0,0.0,0.0,0.389312977,0.697041985,False,False,False,False,False,0,0,0,0,0,0,0
22101,M,WHITE,23-27,16,True,8.0,High,High School Diploma,0,Property,1-2 years,5,4,0,1,1,5 or more,False,False,1,4 or more,False,0,1,True,False,False,False,False,True,True,True,False,False,False,False,0,8,1,3 or more,10.14285714,0.142857149,0.0,0.142857149,0.0,0.0,0.0,True,True,True,False,False,0,0,0,0,0,0,0
22102,M,WHITE,28-32,17,False,6.0,Specialized,Less than HS diploma,2,Violent/Non-Sex,Greater than 2 to 3 years,1,2,2,0,1,0,True,False,0,1,True,0,0,False,True,False,False,False,True,True,True,False,False,False,False,0,0,0,0,50.18181818,0.0,0.0,0.0,0.0,0.923913043,0.661684783,False,False,False,False,False,1,0,0,0,0,0,0
22103,M,BLACK,38-42,6,False,3.0,Standard,High School Diploma,2,Drug,1-2 years,2,0,0,0,2,0,False,False,0,0,False,0,0,False,False,False,False,False,True,True,False,False,False,False,False,0,8,0,0,49.66666667,0.0,0.0,0.0,0.0,1.0,0.817114094,False,False,False,False,False,0,0,0,0,0,0,0
22104,M,BLACK,38-42,3,False,5.0,Standard,High School Diploma,0,Property,Less than 1 year,3,6 or more,2,1,0,3,False,False,1,4 or more,True,1,0,False,False,False,False,True,True,False,True,False,False,False,False,0,2,0,0,86.571568738,0.259117861,2.11e-07,0.033067702,,0.0,0.0,False,False,False,False,False,0,0,1,1,1,1,1
22106,M,BLACK,48 or older,15,False,2.0,Standard,At least some college,3 or more,Violent/Non-Sex,More than 3 years,2,3,0,0,1,0,False,False,1,0,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0,6,0,0,268.625,0.0,0.0,0.0,0.0,0.744532341,0.169962773,True,False,False,False,False,0,0,0,0,0,0,0
22107,M,BLACK,18-22,19,True,1.0,Standard,Less than HS diploma,0,,Greater than 2 to 3 years,6,0,0,1,2,1,False,False,1,0,False,0,0,True,False,False,False,True,True,True,False,False,True,True,False,1,0,0,0,16.83333333,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0
22108,M,BLACK,28-32,19,True,5.0,Standard,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,2,2,2,0,0,1,True,False,1,0,False,0,0,False,False,False,False,False,True,False,True,False,False,False,False,2,10 or more,3 or more,0,30.3,0.0,0.0,0.0,0.0,0.455445545,1.0,False,True,True,False,False,1,0,0,0,0,0,0
22109,F,WHITE,38-42,5,False,9.0,Specialized,High School Diploma,3 or more,Property,1-2 years,10 or more,2,0,5 or more,2,5 or more,False,False,3 or more,2,False,3 or more,2 or more,False,False,False,False,True,True,False,True,False,False,False,False,0,0,0,2,42.75,0.0625,0.0,0.0,0.0,0.005847953,0.533991228,True,True,False,False,True,1,1,0,0,0,0,0
22110,F,WHITE,48 or older,12,False,2.0,Standard,At least some college,3 or more,Drug,1-2 years,5,4,0,5 or more,2,0,False,False,2,0,False,1,1,False,False,False,False,False,True,False,False,False,False,False,False,0,5,0,0,13.35,0.0,0.0,0.0,0.0,0.516853933,1.0,False,False,False,False,False,1,1,0,0,0,0,0
22111,M,WHITE,33-37,9,True,6.0,High,Less than HS diploma,0,Drug,1-2 years,10 or more,6 or more,1,5 or more,2,5 or more,False,False,3 or more,4 or more,False,3 or more,2 or more,True,False,False,True,False,True,True,False,False,False,False,False,0,0,0,2,345.661922369,0.308273225,1.6e-08,0.073113382,0.012646594,0.82448037,2.530600462,False,True,False,True,False,1,0,1,1,1,1,1
22112,M,WHITE,38-42,3,False,7.0,High,At least some college,3 or more,Property,1-2 years,3,6 or more,1,3,1,0,False,False,0,0,False,1,0,False,False,False,False,False,True,True,True,False,False,False,False,0,10 or more,0,1,28.66666667,0.0,0.083333336,0.0,0.0,0.875,2.0,False,True,False,True,False,1,0,0,0,0,0,0
22113,F,WHITE,38-42,17,False,5.0,Standard,At least some college,0,,1-2 years,2,2,0,2,2,0,False,False,0,0,False,0,0,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,29.050156111,0.074885727,,0.000612328,0.012657346,0.634099617,0.699712644,False,False,False,False,False,1,1,1,1,1,1,1
22115,M,WHITE,28-32,24,False,10.0,Specialized,High School Diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,3,3,1,2,0,1,False,False,0,1,False,1,0,False,False,False,False,False,False,True,True,False,False,False,False,0,2,0,0,116.5,0.0,0.0,0.0,0.0,0.680972818,1.567596567,False,True,False,True,False,0,0,0,0,0,0,0
22116,F,WHITE,28-32,17,False,7.0,High,At least some college,0,Drug,Less than 1 year,7,6 or more,0,4,2,5 or more,False,False,0,0,False,0,0,False,False,False,False,False,True,False,True,False,False,False,True,0,4,3 or more,1,75.83333333,0.0,0.0,0.0,0.0,0.114285714,0.802747253,False,True,True,False,False,1,1,0,0,0,0,0
22117,M,BLACK,28-32,18,True,5.0,Standard,High School Diploma,2,Other,Less than 1 year,6,4,1,0,5 or more,4,False,True,2,0,False,0,1,False,False,True,False,False,True,False,False,False,False,False,False,0,1,0,1,5.4,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False,0,0,0,0,0,0,0
22118,M,BLACK,23-27,9,True,7.0,Specialized,High School Diploma,1,Property,Greater than 2 to 3 years,3,2,0,2,2,1,False,True,0,0,False,1,0,False,False,False,False,False,True,True,False,True,True,False,False,4 or more,10 or more,3 or more,0,5.585365854,0.048780486,0.0,0.0,0.0,1.0,2.0,False,True,False,False,True,1,0,0,0,0,0,0
22119,M,WHITE,18-22,7,True,6.0,High,Less than HS diploma,1,Other,Less than 1 year,8,1,0,4,0,4,False,False,0,2,False,1,0,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,3 or more,,0.061812014,1.9521e-05,0.028506359,0.004072306,0.20702403,0.675138632,False,True,True,False,False,1,0,1,1,1,1,1
22120,M,WHITE,33-37,8,False,3.0,Standard,High School Diploma,2,Drug,1-2 years,2,3,0,1,1,1,False,False,0,2,False,0,0,False,False,False,False,False,True,True,False,False,False,False,False,0,6,0,1,195.5,0.0,0.0,0.0,0.0,1.0,2.802429668,False,True,False,False,True,1,0,0,0,0,0,0
22122,M,BLACK,28-32,5,False,5.0,Standard,Less than HS diploma,1,Drug,1-2 years,2,6 or more,1,0,2,4,False,False,1,4 or more,True,0,1,True,False,False,False,False,True,True,False,False,False,False,False,0,4,0,1,73.42857143,0.0,0.0,0.0,0.0,1.0,2.131809339,False,False,False,False,False,1,0,0,0,0,0,0
22123,M,WHITE,48 or older,15,False,1.0,Standard,High School Diploma,2,,Less than 1 year,5,4,0,5 or more,1,2,False,False,2,4 or more,False,3 or more,0,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0
22124,F,WHITE,38-42,12,True,6.0,High,High School Diploma,2,,1-2 years,1,0,0,0,1,0,False,True,0,0,False,0,1,False,False,False,False,False,True,True,True,False,False,False,False,0,10 or more,0,0,189.75,0.0,0.0,0.0,0.0,0.989459816,0.481225296,True,False,False,False,False,1,1,0,0,0,0,0
22125,M,WHITE,28-32,14,False,7.0,Standard,High School Diploma,0,Other,1-2 years,6,4,1,0,3,5 or more,False,False,2,1,True,0,1,False,False,False,False,True,True,True,False,False,False,False,False,1,4,0,0,35.18518519,0.0,0.0,0.0,0.0,0.647368421,0.384473684,True,True,False,True,False,0,0,0,0,0,0,0
22126,F,BLACK,23-27,24,True,6.0,Standard,High School Diploma,3 or more,Property,1-2 years,3,6 or more,1,3,2,5 or more,True,False,2,4 or more,True,3 or more,1,True,True,False,False,False,True,True,True,False,False,False,False,4 or more,9,0,0,14.47826087,0.043478262,0.0,0.043478262,0.0,1.0,1.096846847,False,True,False,True,False,1,1,0,0,0,0,0
22127,M,BLACK,33-37,21,False,6.0,High,High School Diploma,3 or more,Other,Greater than 2 to 3 years,2,1,0,0,0,0,False,False,0,1,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,66.23333333,0.0,0.0,0.0,0.0,0.805234021,0.367639658,False,False,False,False,False,1,0,0,0,0,0,0
22128,M,BLACK,38-42,21,False,8.0,High,Less than HS diploma,3 or more,Other,More than 3 years,7,1,2,0,4,0,False,True,1,2,False,0,2 or more,False,False,True,False,False,True,False,False,False,False,False,False,0,4,0,2,95.569414927,0.024390243,0.0,0.0,0.0,,,False,False,False,False,False,0,0,1,0,0,0,0
22129,M,WHITE,43-47,22,False,2.0,Standard,High School Diploma,2,Drug,More than 3 years,4,0,1,0,3,0,True,True,0,0,False,0,0,False,False,False,False,False,True,False,False,False,False,False,False,0,6,0,0,42.021423131,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,1,0,1,0,0,0,0
22130,M,BLACK,18-22,7,False,7.0,Specialized,High School Diploma,0,Violent/Sex,1-2 years,2,0,1,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,False,False,True,True,True,True,False,4 or more,4,3 or more,2,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,1,0,1,0,0,0,0
22131,M,BLACK,33-37,4,False,6.0,High,Less than HS diploma,3 or more,Drug,1-2 years,4,4,2,0,4,1,False,False,1,0,False,0,1,False,False,False,False,False,True,True,False,False,True,False,False,4 or more,7,0,0,66.5,0.25,0.25,0.0,0.0,1.0,2.0,False,True,False,False,True,1,0,0,0,0,0,0
22132,M,WHITE,28-32,24,False,4.0,Standard,Less than HS diploma,1,Other,Less than 1 year,10 or more,6 or more,0,2,4,5 or more,False,False,3 or more,4 or more,False,2,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,3,0,0,0,95.2,0.0,0.0,0.0,0.200000003,0.193277311,0.767331933,False,True,True,False,False,1,0,0,0,0,0,0
22133,M,BLACK,18-22,5,False,8.0,High,Less than HS diploma,0,,More than 3 years,3,2,1,0,2,0,False,False,1,0,False,0,1,False,False,False,False,False,False,True,True,True,True,False,False,0,0,0,2,92.0,0.222222224,0.0,0.0,0.0,0.312801932,0.882246377,False,True,True,False,False,1,0,0,0,0,0,0
22134,M,BLACK,33-37,7,False,7.0,Specialized,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,10 or more,3,3 or more,4,2,1,True,True,0,1,False,1,0,False,False,False,False,False,False,True,True,False,False,False,False,0,10 or more,3 or more,0,171.4,0.0,0.0,0.0,0.0,0.933488915,0.852392065,False,False,False,False,False,0,0,0,0,0,0,0
22135,M,WHITE,28-32,15,False,5.0,Specialized,At least some college,1,Violent/Non-Sex,Greater than 2 to 3 years,1,3,3 or more,0,0,0,True,False,0,0,True,0,0,False,True,False,False,False,False,True,True,False,True,False,False,0,4,0,0,37.68181818,0.0,0.0,0.0,0.0,0.627261761,0.881182147,True,True,False,True,False,1,0,0,0,0,0,0
22136,M,BLACK,23-27,18,True,8.0,Specialized,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,1,2,1,1,0,0,False,False,0,0,True,0,0,False,False,False,False,False,True,True,False,True,False,False,False,0,0,0,0,33.25,0.25,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0
22137,M,WHITE,38-42,18,False,4.0,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,9,6 or more,3 or more,5 or more,3,5 or more,True,False,3 or more,4 or more,True,1,1,True,False,False,False,True,False,True,False,False,False,False,False,0,0,0,0,,0.331597865,1.085e-06,6.44e-07,0.012879662,1.0,1.777372263,False,False,False,False,False,1,0,1,1,1,1,1
22138,M,WHITE,38-42,16,False,4.0,Specialized,High School Diploma,1,Violent/Sex,Less than 1 year,4,3,2,1,0,3,False,False,1,2,True,1,1,True,False,False,False,True,True,True,True,False,True,False,False,0,10 or more,0,0,6.5,0.0,0.0,0.0,0.0,1.0,2.0,False,False,False,False,False,0,0,0,0,0,0,0
22139,M,BLACK,18-22,5,False,9.0,Specialized,High School Diploma,0,Violent/Non-Sex,1-2 years,6,1,3 or more,1,3,3,True,True,1,1,True,0,1,False,True,True,False,False,False,True,False,False,False,False,False,0,0,0,0,535.5,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0
22140,M,WHITE,23-27,10,False,7.0,High,Less than HS diploma,2,Violent/Non-Sex,Less than 1 year,4,6 or more,2,2,1,5 or more,True,False,0,2,False,1,1,False,False,False,False,False,True,False,True,False,False,False,False,0,0,0,0,131.6666667,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0
22141,M,BLACK,18-22,7,True,7.0,High,High School Diploma,0,Property,1-2 years,6,3,2,2,1,2,False,False,1,2,True,1,1,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,0,107.213004937,0.265864616,0.005908585,3e-09,0.001555502,1.0,3.0,False,True,True,False,False,1,0,1,1,1,1,1
22142,M,BLACK,38-42,3,False,4.0,Standard,Less than HS diploma,0,Property,1-2 years,2,0,0,2,0,0,False,False,2,0,False,2,0,False,False,False,False,True,False,True,True,False,False,True,False,3,0,0,1,155.574100147,0.203567839,0.031642398,,0.005407319,1.0,1.316216216,False,False,False,False,False,1,0,1,1,1,1,1
22143,M,BLACK,23-27,18,False,9.0,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,5,3,1,1,2,1,False,False,0,2,True,0,1,True,False,False,False,False,True,True,True,True,False,False,False,1,0,0,0,76.605076512,0.085783229,5.619e-05,7.5928e-05,0.021045194,0.138576779,0.683988764,False,True,True,False,False,1,0,1,1,1,1,1
22144,M,WHITE,48 or older,24,False,2.0,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,5,6 or more,3 or more,0,0,0,True,False,1,2,True,0,0,False,False,False,False,False,True,True,True,False,False,False,False,0,6,0,0,35.27272727,0.0,0.0,0.0,0.0,0.760309278,0.941365979,True,False,False,False,False,1,0,0,0,0,0,0
22145,M,BLACK,38-42,19,False,3.0,Standard,At least some college,0,,1-2 years,2,2,1,0,2,1,False,False,0,0,False,0,0,False,False,False,False,False,True,True,False,False,False,False,False,0,6,0,0,50.83333333,0.0,0.0,0.0,0.0,0.91147541,2.0,False,False,False,False,False,0,0,0,0,0,0,0
22146,M,WHITE,18-22,20,True,5.0,Standard,High School Diploma,0,,Less than 1 year,5,0,0,1,1,3,False,False,0,0,False,0,0,False,False,False,False,False,True,False,False,False,False,False,False,0,10 or more,3 or more,0,61.83333333,0.166666672,0.0,0.0,0.0,0.616576819,1.230626685,False,False,False,False,False,1,0,0,0,0,0,0
22147,M,BLACK,38-42,20,False,6.0,Standard,Less than HS diploma,3 or more,Drug,More than 3 years,4,6 or more,3 or more,4,2,4,True,False,1,4 or more,True,2,2 or more,False,True,False,False,False,True,False,False,False,True,False,False,1,10 or more,0,2,114.703569536,0.051282052,0.025641026,0.0,0.025641026,,,False,False,False,False,False,1,0,1,0,0,0,0
22148,F,BLACK,23-27,18,False,8.0,Standard,Less than HS diploma,2,Drug,Less than 1 year,5,4,0,2,2,5 or more,False,False,0,0,False,0,0,False,False,False,False,True,True,True,False,False,True,False,False,0,10 or more,3 or more,0,20.16666667,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,0,1,0,0,0,0,0
22149,F,WHITE,33-37,25,,9.0,Specialized,High School Diploma,3 or more,Property,1-2 years,9,2,0,4,1,5 or more,False,False,0,1,False,1,0,False,False,False,False,True,True,False,False,False,False,False,False,0,8,0,0,59.6,0.0,0.0,0.0,0.0,1.0,3.0,True,True,False,False,True,1,1,0,0,0,0,0
22150,M,BLACK,18-22,17,False,7.0,High,Less than HS diploma,2,Drug,Less than 1 year,6,6 or more,3 or more,0,2,5 or more,True,False,1,4 or more,True,0,0,False,True,False,False,True,True,False,False,False,True,False,False,4 or more,0,0,0,221.298388219,0.537532237,0.019754209,1.66e-07,0.013705048,0.0,0.0,False,True,False,True,False,1,0,1,1,1,1,1
22151,M,BLACK,23-27,12,True,8.0,High,Less than HS diploma,1,Drug,Less than 1 year,8,6 or more,0,3,5 or more,2,False,False,2,3,False,0,2 or more,False,False,False,False,False,True,False,True,False,True,False,True,0,3,0,1,42.4,0.200000003,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0
22152,M,WHITE,23-27,17,False,9.0,Specialized,High School Diploma,1,Property,Less than 1 year,5,3,0,2,2,3,False,False,2,0,False,1,1,False,False,False,False,False,True,True,True,False,False,False,False,0,10 or more,0,2,145.4,0.0,0.0,0.0,0.0,1.0,1.004814305,False,False,False,False,False,1,0,0,0,0,0,0
22154,M,BLACK,18-22,19,False,7.0,High,Less than HS diploma,0,,Less than 1 year,4,0,1,2,0,1,False,False,2,0,False,2,0,False,False,False,False,False,False,False,True,False,False,False,False,1,0,0,0,,0.29711041,0.0,,,0.0,0.0,False,False,False,False,False,1,0,1,1,1,1,1
22155,M,BLACK,23-27,19,False,6.0,Specialized,High School Diploma,0,,Greater than 2 to 3 years,1,0,1,0,0,0,False,False,1,0,False,0,0,False,False,False,False,False,False,True,True,True,False,False,False,0,10 or more,0,0,195.5,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0,0,0,0,0
22156,M,BLACK,18-22,18,True,10.0,Specialized,Less than HS diploma,0,Drug,1-2 years,5,2,2,1,2,5 or more,False,True,2,2,True,0,1,False,False,True,False,True,False,True,False,False,True,False,True,4 or more,10 or more,3 or more,0,22.04347826,0.260869563,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,1,0,0,0,0,0,0
22157,M,BLACK,28-32,8,False,5.0,Standard,At least some college,3 or more,Violent/Non-Sex,More than 3 years,1,3,1,1,0,0,False,True,1,1,True,0,0,False,False,False,False,False,False,True,True,False,False,False,False,1,0,0,2,334.6,0.0,0.0,0.0,0.0,0.119545726,0.218320383,False,True,True,False,False,1,0,0,0,0,0,0
22158,M,WHITE,48 or older,8,False,3.0,Standard,Less than HS diploma,3 or more,Property,More than 3 years,1,2,0,1,1,0,False,False,0,2,False,1,1,False,False,False,False,False,True,True,True,False,True,False,False,0,7,0,2,17.33333333,0.148148149,0.0,0.0,0.0,0.903846154,2.341346154,True,True,False,True,False,1,0,0,0,0,0,0
22159,M,WHITE,33-37,14,False,9.0,Specialized,Less than HS diploma,0,Drug,1-2 years,9,6 or more,2,1,5 or more,5 or more,False,False,2,4 or more,False,1,2 or more,True,False,False,False,False,True,True,False,False,True,False,False,4 or more,10 or more,2,2,26.125,0.15625,0.0,0.0625,0.0,0.029904306,0.436901914,True,False,False,False,False,1,0,0,0,0,0,0
22160,M,BLACK,18-22,10,True,8.0,High,Less than HS diploma,1,Property,1-2 years,4,1,0,2,1,2,False,False,0,0,False,0,1,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,1,64.66666667,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,1,0,0,0,0,0,0
22161,M,BLACK,23-27,20,True,10.0,Standard,High School Diploma,1,Drug,More than 3 years,8,1,1,1,4,0,False,False,1,0,False,1,0,False,False,False,False,False,True,False,True,False,False,False,False,3,0,0,0,9.638888889,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0
22162,M,BLACK,28-32,10,False,10.0,Specialized,At least some college,3 or more,,1-2 years,1,0,0,0,1,0,False,False,0,0,False,0,0,False,False,False,False,False,False,True,False,False,False,False,True,3,6,1,0,19.25,0.083333336,0.0,0.0,0.0,1.0,2.0,False,False,False,False,False,0,0,0,0,0,0,0
22163,M,BLACK,23-27,20,False,10.0,Specialized,Less than HS diploma,1,Drug,Less than 1 year,3,0,1,0,1,1,False,True,1,0,False,0,1,False,False,False,False,False,True,True,False,False,True,False,False,4 or more,4,1,1,44.16666667,0.5,0.166666672,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0
22164,M,BLACK,18-22,20,True,7.0,Specialized,Less than HS diploma,1,Violent/Non-Sex,1-2 years,1,0,1,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,True,True,True,True,True,False,False,1,4,0,0,83.66666667,0.0,0.0,0.0,0.0,0.952191235,2.182768924,True,True,False,True,False,1,0,0,0,0,0,0
22165,M,WHITE,48 or older,17,False,2.0,Standard,High School Diploma,1,Property,Greater than 2 to 3 years,1,0,0,1,0,0,False,False,1,0,False,1,0,False,False,False,False,False,True,True,True,False,False,False,False,0,6,0,1,60.90909091,0.0,0.0,0.0,0.0,0.259701493,0.545149254,False,False,False,False,False,1,0,0,0,0,0,0
22166,M,BLACK,38-42,6,False,4.0,Standard,High School Diploma,1,,Greater than 2 to 3 years,3,0,0,0,2,0,False,False,0,0,False,0,0,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,0,52.78571429,0.0,0.0,0.0,0.0,0.99458728,0.494248985,False,False,False,False,False,1,0,0,0,0,0,0
22167,M,BLACK,38-42,8,False,3.0,,High School Diploma,3 or more,,Less than 1 year,5,3,1,2,2,1,True,True,2,3,True,2,1,True,False,True,False,False,True,False,False,False,False,False,False,0,6,0,1,22.75,0.0,0.0,0.0,0.0,1.0,1.0,True,False,False,False,False,1,0,0,0,0,0,0
22168,M,WHITE,38-42,16,False,8.0,High,High School Diploma,0,Property,Less than 1 year,10 or more,6 or more,0,5 or more,5 or more,5 or more,True,True,3 or more,4 or more,False,3 or more,1,True,False,True,False,True,True,True,False,False,True,True,True,4 or more,1,3 or more,3 or more,63.4,0.200000003,0.0,0.200000003,0.0,0.116719243,1.0,False,True,True,False,False,0,0,0,0,0,0,0
22169,M,BLACK,28-32,25,False,7.0,High,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,10 or more,6 or more,2,3,2,4,False,False,1,4 or more,False,0,2 or more,True,False,False,False,False,True,True,False,False,False,False,False,0,5,0,0,62.830727875,0.0751084,,,0.067521848,0.755043228,1.0,False,True,False,False,True,0,0,1,1,1,1,1
22170,M,BLACK,23-27,3,True,6.0,High,Less than HS diploma,3 or more,,1-2 years,7,0,0,0,1,5 or more,False,False,0,1,False,0,1,False,False,False,False,False,True,False,False,False,True,False,False,1,1,1,0,12.5,0.5,0.5,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0
22171,M,BLACK,43-47,4,False,4.0,Specialized,High School Diploma,0,Violent/Non-Sex,More than 3 years,3,0,2,1,0,0,False,False,0,0,True,0,0,False,False,False,False,False,True,True,True,False,False,True,False,4 or more,10 or more,0,3 or more,56.789230706,0.034482758,0.068965517,0.0,0.0,,,False,False,False,False,False,1,0,1,0,0,0,0
22172,M,WHITE,23-27,19,False,5.0,Specialized,High School Diploma,1,Violent/Sex,Greater than 2 to 3 years,2,0,0,0,0,0,False,False,1,0,False,0,0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,29.45454545,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0,0,0,0,0
22173,M,BLACK,33-37,12,False,3.0,,At least some college,2,Drug,Greater than 2 to 3 years,1,0,0,0,1,0,False,False,1,0,False,0,1,False,False,False,False,False,True,False,False,False,False,False,False,0,6,0,1,35.0952381,0.0,0.0,0.0,0.0,0.986431479,0.495590231,False,False,False,False,False,1,0,0,0,0,0,0
22174,M,BLACK,23-27,18,False,7.0,High,At least some college,1,,1-2 years,7,3,0,5 or more,3,2,False,False,0,3,False,1,2 or more,False,False,False,False,True,True,True,True,False,True,False,False,0,0,0,1,123.0,0.5,0.0,0.0,0.0,1.0,1.0,False,True,False,True,False,1,0,0,0,0,0,0
22175,M,WHITE,38-42,7,False,3.0,Standard,At least some college,3 or more,Drug,1-2 years,10 or more,6 or more,3 or more,0,5 or more,1,False,True,1,3,False,0,2 or more,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,2,412.6666667,0.0,0.0,0.0,0.0,0.021001616,0.29503231,False,True,True,False,False,0,0,0,0,0,0,0
22177,M,BLACK,23-27,1,False,6.0,Standard,High School Diploma,0,Property,Greater than 2 to 3 years,2,3,2,2,0,2,False,False,1,1,True,1,0,False,False,False,False,False,True,True,True,False,False,False,False,0,6,0,0,16.13333333,0.0,0.0,0.0,0.0,1.0,3.0,False,True,False,False,True,1,0,0,0,0,0,0
22178,M,BLACK,28-32,18,True,6.0,Standard,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,3,1,1,1,1,1,False,True,0,0,False,0,0,False,False,False,False,False,True,True,True,False,False,False,False,0,0,0,0,,0.62294751,0.006413305,,0.095369263,0.0,0.0,False,True,True,False,False,1,0,1,1,1,1,1
