Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Avg_Days_per_DrugTest_Missing,DrugTests_THC_Positive_Missing,Prison_Offense_Missing
M,BLACK,33-37,2,False,9.0,Specialized,At least some college,2,Property,Greater than 2 to 3 years,8,6 or more,1,1,5 or more,2,False,True,1,2,False,0,2 or more,True,False,False,False,False,True,True,True,False,False,False,False,0,0,0,0,8.2,0.200000003,0.0,0.0,0.0,0.0,0.0,False,True,False,False,True,0,0,1
M,BLACK,23-27,15,False,8.0,High,Less than HS diploma,1,Property,Less than 1 year,4,2,0,2,2,2,False,True,1,1,False,1,0,False,False,True,False,False,False,True,False,False,False,True,True,2,0,0,0,24.29411765,0.0,0.0,0.0,0.0,1.0,1.768765133,False,False,False,False,False,0,0,0
M,BLACK,18-22,5,False,9.0,Specialized,Less than HS diploma,0,Other,Less than 1 year,5,0,0,4,1,0,False,True,1,0,False,0,1,False,False,True,False,False,True,False,False,False,False,False,False,0,2,0,0,27.5,0.5,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,BLACK,43-47,20,False,3.0,Standard,Less than HS diploma,1,Drug,Greater than 2 to 3 years,1,6 or more,3 or more,1,1,0,True,True,0,4 or more,True,0,0,False,True,True,False,False,True,True,False,False,False,False,False,1,10 or more,3 or more,0,60.28571429,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,0,0,0
M,BLACK,23-27,19,True,7.0,High,At least some college,3 or more,Violent/Non-Sex,1-2 years,6,4,1,0,2,4,False,False,0,2,False,1,1,True,False,False,False,False,True,True,True,False,False,False,False,0,10 or more,0,1,19.7,0.0,0.0,0.0,0.0,0.373096447,0.927030457,False,True,False,True,False,0,0,0
F,WHITE,23-27,14,False,6.0,Standard,High School Diploma,2,Drug,Less than 1 year,6,6 or more,1,5 or more,2,5 or more,False,False,1,3,False,2,1,False,False,False,False,True,False,False,False,False,False,False,False,0,5,0,2,13.28571429,0.035714287,0.0,0.0,0.0,0.833333333,0.981854839,False,True,False,True,False,0,0,1
M,BLACK,23-27,12,False,8.0,Standard,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,4,2,2,2,1,1,True,True,0,1,True,0,1,False,False,True,False,False,False,True,True,False,False,False,False,3,10 or more,1,0,37.7,0.200000003,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0
F,WHITE,48 or older,25,True,1.0,Specialized,High School Diploma,0,Violent/Non-Sex,1-2 years,3,3,2,1,0,0,False,False,0,1,True,0,0,False,False,True,False,False,True,True,True,False,False,False,False,0,2,0,0,56.33333333,0.0,0.0,0.0,0.0,1.0,2.161242604,False,False,False,False,False,0,0,0
M,WHITE,23-27,4,True,6.0,Standard,High School Diploma,1,Property,Greater than 2 to 3 years,2,0,0,2,0,0,False,False,0,0,False,1,0,False,False,False,False,False,True,True,False,False,True,False,True,4 or more,3,3 or more,0,19.44444444,0.027777778,0.0,0.055555556,0.0,0.242857143,0.521785714,False,True,True,False,False,0,0,0
M,WHITE,23-27,7,False,6.0,Specialized,At least some college,0,Violent/Sex,More than 3 years,1,0,1,0,0,0,False,True,0,0,False,0,0,False,False,False,False,False,False,False,True,True,False,False,False,4 or more,10 or more,0,1,8.588832487,0.005076142,0.0,0.0,0.0,0.945626478,0.647606383,False,False,False,False,False,0,0,0
F,WHITE,38-42,14,False,4.0,Standard,High School Diploma,2,Property,Less than 1 year,1,0,0,1,0,0,False,False,0,0,False,1,0,False,False,False,False,False,False,False,False,False,True,False,True,0,0,0,1,56.14285714,0.0,0.0,0.0,0.0,1.0,1.858778626,False,False,False,False,False,0,0,0
M,WHITE,23-27,24,False,6.0,Specialized,Less than HS diploma,1,Violent/Sex,1-2 years,2,0,0,0,0,1,False,False,1,0,False,0,0,True,False,False,False,True,False,False,True,False,False,False,False,0,10 or more,0,1,20.5,0.0,0.0,0.0,0.0,1.0,3.959349593,False,False,False,False,False,0,0,0
M,WHITE,33-37,3,False,7.0,High,Less than HS diploma,3 or more,Property,More than 3 years,4,1,0,3,1,2,False,False,1,0,False,2,0,False,False,False,False,False,True,True,True,False,True,False,True,0,2,0,3 or more,28.6,0.050000001,0.0,0.150000006,0.050000001,0.501748252,0.638548951,True,True,False,True,False,0,0,0
M,BLACK,18-22,11,False,9.0,Specialized,At least some college,1,Property,Less than 1 year,1,3,0,0,1,0,False,False,0,1,False,0,0,False,False,False,False,False,True,False,False,False,False,False,False,0,2,3 or more,0,12.875,0.125,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,1
M,WHITE,33-37,25,False,4.0,Specialized,Less than HS diploma,2,Other,Less than 1 year,5,6 or more,3 or more,3,2,5 or more,True,False,1,3,False,2,0,False,True,False,False,True,False,False,True,True,False,False,False,0,1,0,0,111.0,0.0,0.0,0.333333343,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,BLACK,38-42,10,True,10.0,Specialized,At least some college,0,Violent/Non-Sex,More than 3 years,10 or more,1,3 or more,3,3,3,False,True,0,0,True,0,0,False,False,False,False,False,False,False,False,True,False,False,True,3,6,0,0,19.2,0.100000001,0.0,0.0,0.0,0.901041667,2.0,True,True,True,False,False,0,0,0
F,BLACK,33-37,6,False,8.0,High,Less than HS diploma,3 or more,Property,Greater than 2 to 3 years,5,0,0,4,0,0,False,False,2,0,False,2,0,False,False,False,False,False,True,True,True,True,False,False,False,0,0,0,0,17.45454545,0.0,0.0,0.0,0.0,1.0,1.0,False,False,False,False,False,0,0,0
F,WHITE,38-42,14,False,6.0,Standard,At least some college,1,Property,Less than 1 year,5,3,0,5 or more,0,2,False,False,1,0,False,1,0,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.010416667,1.0,False,False,False,False,False,0,0,0
F,WHITE,23-27,16,False,10.0,Specialized,High School Diploma,2,Property,Greater than 2 to 3 years,10 or more,5,0,5 or more,1,5 or more,False,True,3 or more,1,False,3 or more,1,True,False,False,False,True,True,True,False,False,False,False,False,0,10 or more,0,3 or more,51.31578947,0.0,0.0,0.0,0.0,0.982564103,0.374615385,False,False,False,False,False,0,0,0
M,BLACK,23-27,23,False,6.0,Specialized,At least some college,0,Violent/Non-Sex,Greater than 2 to 3 years,1,0,1,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,1,53.9375,0.0,0.0,0.0,0.0,1.0,0.846465817,False,False,False,False,False,0,0,0
M,WHITE,38-42,5,False,4.0,Standard,High School Diploma,0,Violent/Non-Sex,Less than 1 year,8,6 or more,1,2,1,5 or more,False,False,2,4 or more,False,2,0,True,False,False,False,True,True,False,True,False,True,False,True,0,0,0,0,47.41666667,0.083333336,0.0,0.0,0.0,0.869947276,1.283831283,False,True,False,True,False,0,0,0
M,BLACK,23-27,15,False,5.0,Specialized,At least some college,2,Violent/Non-Sex,Greater than 2 to 3 years,1,0,1,0,0,0,False,False,0,0,True,0,0,False,True,True,False,False,False,True,True,False,False,False,False,0,0,0,0,27.46153846,0.0,0.0,0.0,0.0,1.0,2.0,False,False,False,False,False,0,0,0
M,BLACK,23-27,20,False,9.0,Standard,High School Diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,2,0,0,2,0,0,False,False,0,0,True,0,0,False,False,False,False,False,False,True,False,True,False,True,False,0,0,0,0,33.06666667,0.06666667,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
F,BLACK,23-27,14,False,6.0,High,High School Diploma,1,Other,Less than 1 year,2,0,0,0,2,0,False,False,0,0,False,0,0,False,False,False,False,False,True,True,False,False,False,False,False,0,6,0,2,109.0,0.0,0.0,0.0,0.0,1.0,2.513188073,False,False,False,False,False,0,0,1
M,WHITE,23-27,17,False,5.0,Standard,High School Diploma,0,Drug,Less than 1 year,2,3,0,0,3,2,False,False,0,2,False,0,2 or more,False,False,False,False,False,True,False,False,False,False,False,True,0,0,0,2,493.3333333,0.0,0.0,0.0,0.0,0.083108108,0.246790541,False,True,False,True,False,0,0,0
M,WHITE,33-37,24,False,6.0,High,High School Diploma,3 or more,Drug,1-2 years,10 or more,6 or more,3 or more,5 or more,2,5 or more,True,True,0,4 or more,True,2,2 or more,False,True,False,False,True,True,False,False,False,False,False,False,0,0,0,0,300.5,0.0,0.0,0.0,0.0,0.09484193,1.21547421,False,True,False,True,False,0,0,0
M,BLACK,23-27,8,True,8.0,High,High School Diploma,3 or more,Drug,Less than 1 year,8,6 or more,1,0,5 or more,5 or more,False,False,3 or more,4 or more,False,0,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,2,6,0,2,34.4,0.0,0.0,0.0,0.0,0.88372093,3.0,False,True,True,False,False,0,0,1
M,WHITE,43-47,7,False,6.0,High,Less than HS diploma,0,Property,Greater than 2 to 3 years,10 or more,5,1,5 or more,2,2,False,False,3 or more,3,False,3 or more,1,False,False,False,False,False,True,True,False,False,False,False,False,0,7,1,2,907.0,0.5,0.0,0.0,0.0,0.471885336,0.402701213,True,False,False,False,False,0,0,0
F,BLACK,33-37,11,False,10.0,Standard,Less than HS diploma,2,Property,1-2 years,10 or more,6 or more,2,5 or more,0,5 or more,False,True,3 or more,1,False,3 or more,0,False,False,False,False,True,True,True,False,False,True,True,True,1,5,3 or more,2,42.26666667,0.0,0.033333335,0.0,0.0,0.457413249,0.576104101,True,False,False,False,False,0,0,0
M,WHITE,18-22,7,True,6.0,High,High School Diploma,0,Property,Less than 1 year,3,6 or more,1,5 or more,1,1,True,False,0,1,False,1,0,False,False,False,False,True,True,False,True,False,False,False,False,0,0,0,2,87.19578028,0.145030013,0.000616361,0.001881745,0.007214903,0.817757009,1.0,False,True,True,False,False,1,1,0
M,WHITE,38-42,14,False,9.0,Specialized,At least some college,0,Property,1-2 years,10 or more,6 or more,0,5 or more,4,5 or more,False,True,2,4 or more,False,2,1,True,False,True,False,True,False,False,False,True,False,False,False,3,8,1,2,13.85,0.0,0.0,0.025,0.0,1.0,1.318592058,False,True,False,True,False,0,0,0
M,BLACK,38-42,1,False,7.0,Standard,Less than HS diploma,3 or more,Property,More than 3 years,10 or more,5,1,5 or more,0,0,True,False,3 or more,1,True,3 or more,0,False,False,False,False,False,True,False,True,True,True,True,False,0,2,0,1,45.3,0.200000003,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,BLACK,38-42,11,False,5.0,Standard,At least some college,3 or more,Property,Greater than 2 to 3 years,7,2,0,4,0,0,True,False,0,0,False,1,0,False,False,False,False,False,True,False,False,False,False,False,False,4 or more,0,0,0,149.883786204,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,1,0,0
M,BLACK,18-22,12,False,9.0,Specialized,Less than HS diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,0,0,0,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,False,False,True,True,False,False,False,0,0,0,0,21.12,0.0,0.0,0.0,0.0,1.0,2.075284091,False,False,False,False,False,0,0,0
M,BLACK,43-47,9,False,3.0,Standard,At least some college,3 or more,Drug,1-2 years,1,6 or more,3 or more,0,1,1,True,False,0,4 or more,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,171.4,0.0,0.0,0.0,0.0,1.0,0.852392065,False,False,False,False,False,0,0,0
M,WHITE,43-47,12,False,4.0,Standard,At least some college,0,Property,1-2 years,7,5,1,5 or more,2,1,False,False,0,1,False,0,0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,136.0,0.0,0.0,0.0,0.0,0.085784314,0.895220588,False,False,False,False,False,0,0,0
M,BLACK,43-47,4,False,6.0,Standard,High School Diploma,1,Property,Less than 1 year,10 or more,2,2,5 or more,1,5 or more,False,True,3 or more,3,True,3 or more,2 or more,False,False,True,True,False,True,True,False,False,False,False,False,2,0,0,1,99.6,0.0,0.200000003,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0
M,BLACK,33-37,8,False,3.0,Standard,At least some college,3 or more,Property,Less than 1 year,3,1,0,0,2,0,False,False,0,1,False,0,1,False,False,False,False,False,True,False,False,False,False,False,True,0,0,0,1,57.536711895,0.100292554,0.006675077,0.000292789,0.029462295,1.0,1.550955414,False,False,False,False,False,1,1,1
M,BLACK,23-27,18,False,6.0,High,Less than HS diploma,0,Drug,Less than 1 year,3,0,0,0,2,1,False,False,0,0,False,0,0,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,78.0,0.0,0.0,0.0,0.0,0.474358974,2.0,False,False,False,False,False,0,0,0
M,BLACK,23-27,4,True,8.0,Specialized,Less than HS diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,2,1,1,1,0,0,False,False,1,0,True,0,0,False,False,False,False,False,False,True,True,True,True,False,False,4 or more,1,0,2,12.68518519,0.037037037,0.0,0.0,0.0,1.0,3.732481752,False,False,False,False,False,0,0,0
M,BLACK,23-27,24,False,8.0,High,High School Diploma,2,Drug,1-2 years,6,6 or more,3 or more,0,3,2,True,False,3 or more,4 or more,True,0,2 or more,True,True,False,True,False,True,True,False,False,False,False,False,0,6,0,0,29.1,0.0,0.0,0.0,0.0,0.158075601,1.0,False,True,True,False,False,0,0,0
M,BLACK,18-22,1,False,7.0,High,Less than HS diploma,0,Drug,Less than 1 year,2,3,0,3,2,0,False,False,0,1,False,1,1,False,False,False,False,False,True,False,False,False,False,False,False,0,9,1,1,87.0,0.5,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,0,0,0
M,WHITE,23-27,22,False,5.0,Specialized,High School Diploma,0,Violent/Sex,1-2 years,1,1,1,1,0,0,False,False,0,0,False,0,0,False,False,False,False,False,False,False,True,False,False,False,False,0,10 or more,0,0,20.0,0.0,0.0,0.0,0.0,0.996153846,1.0,False,False,False,False,False,0,0,0
M,BLACK,28-32,8,False,6.0,High,Less than HS diploma,1,Other,Greater than 2 to 3 years,2,6 or more,1,1,2,3,True,True,1,1,True,0,2 or more,False,True,True,False,True,True,True,False,False,False,False,False,1,2,0,0,166.25,0.5,0.25,0.0,0.0,0.989473684,0.54924812,False,True,False,True,False,0,0,0
M,BLACK,18-22,14,True,5.0,Standard,Less than HS diploma,3 or more,Property,Less than 1 year,1,6 or more,2,1,0,2,False,True,1,1,False,0,1,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,71.842911431,0.056159456,0.000317968,0.006208275,0.093060489,0.0,0.0,False,False,False,False,False,1,1,1
M,BLACK,48 or older,4,False,10.0,Specialized,Less than HS diploma,1,Property,Greater than 2 to 3 years,10 or more,5,1,5 or more,1,5 or more,False,True,3 or more,1,False,3 or more,0,True,False,False,True,False,False,True,False,False,False,False,False,0,0,0,1,23.7,0.200000003,0.0,0.0,0.0,0.0,1.0,True,False,False,False,False,0,0,0
M,WHITE,23-27,19,True,6.0,High,High School Diploma,0,Property,Less than 1 year,3,2,0,0,1,0,False,False,0,1,False,1,0,False,False,True,False,False,True,False,False,False,True,False,False,1,8,0,1,12.55555556,0.111111112,0.0,0.222222224,0.0,0.734513274,1.0,False,True,True,False,False,0,0,0
M,WHITE,28-32,22,False,6.0,High,At least some college,1,Drug,Less than 1 year,10 or more,4,1,3,5 or more,5 or more,False,False,1,1,False,0,2 or more,False,False,False,False,False,True,False,True,False,False,False,False,4 or more,0,0,0,79.0,0.0,0.0,0.0,0.0,0.962025316,0.660488246,False,True,False,True,False,0,0,0
M,BLACK,23-27,1,True,8.0,Specialized,High School Diploma,0,Property,Greater than 2 to 3 years,2,3,0,3,0,0,False,False,0,2,True,2,0,False,False,False,False,False,False,True,False,True,True,False,False,4 or more,6,0,1,13.94736842,0.105263159,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0
F,WHITE,28-32,3,False,5.0,Standard,High School Diploma,3 or more,Drug,1-2 years,2,3,0,0,3,1,False,False,0,0,False,0,1,True,False,False,False,False,True,True,False,False,False,True,True,0,0,0,2,32.73333333,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,0,0,0
M,WHITE,33-37,8,False,6.0,Standard,High School Diploma,2,Property,Greater than 2 to 3 years,1,0,0,1,0,0,False,False,1,0,False,1,0,False,False,False,False,False,True,False,False,False,False,False,True,4 or more,0,0,1,323.6666667,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0
M,WHITE,18-22,7,True,9.0,Specialized,Less than HS diploma,1,Property,Greater than 2 to 3 years,5,4,1,5 or more,0,1,False,False,1,1,True,2,0,False,False,False,False,False,True,True,False,False,False,False,False,0,2,0,3 or more,80.6,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,BLACK,28-32,22,False,7.0,Standard,Less than HS diploma,2,Drug,1-2 years,7,2,0,2,4,5 or more,False,False,2,0,False,0,2 or more,False,False,False,True,False,False,False,False,False,False,False,False,0,10 or more,3 or more,1,20.82857143,0.028571429,0.057142857,0.0,0.0,0.495198903,1.002057613,False,False,False,False,False,0,0,0
F,WHITE,33-37,17,False,6.0,High,High School Diploma,3 or more,Other,1-2 years,3,1,0,0,4,0,False,True,0,0,False,0,1,True,False,True,False,False,True,False,False,False,False,False,False,0,6,0,0,28.83333333,0.0,0.0,0.0,0.0,0.578034682,1.0,False,False,False,False,False,0,0,0
F,WHITE,48 or older,13,False,2.0,Standard,High School Diploma,0,Drug,Less than 1 year,3,4,0,1,4,1,False,False,1,2,False,0,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,0,6,0,0,37.66666667,0.0,0.0,0.0,0.0,0.878318584,0.808075221,True,False,False,False,False,0,0,1
M,WHITE,28-32,17,True,10.0,Specialized,High School Diploma,3 or more,Other,More than 3 years,7,5,2,1,2,3,True,False,1,4 or more,False,1,1,True,False,False,True,False,True,False,True,False,True,True,False,4 or more,1,3 or more,3 or more,19.0,0.100000001,0.0,0.100000001,0.0,1.0,1.0,False,True,True,False,False,0,0,0
M,BLACK,43-47,7,False,2.0,Standard,Less than HS diploma,3 or more,Drug,Less than 1 year,10 or more,6 or more,3 or more,3,3,0,True,True,2,3,False,0,1,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,2,625.5,0.0,0.0,0.0,0.0,0.052757794,0.291966427,False,True,True,False,False,0,0,1
M,WHITE,28-32,18,False,8.0,Standard,Less than HS diploma,0,Drug,1-2 years,10 or more,6 or more,1,1,2,5 or more,False,False,3 or more,4 or more,True,0,2 or more,True,False,False,False,False,True,True,False,False,False,False,False,2,4,0,0,23.21428571,0.0,0.0,0.0,0.0,0.775384615,1.0,False,True,False,True,False,0,0,0
M,BLACK,23-27,15,False,10.0,Specialized,Less than HS diploma,0,Other,Less than 1 year,3,1,0,1,1,1,False,True,1,0,False,1,1,False,False,True,False,False,True,True,False,False,True,True,False,0,6,0,0,34.76923077,0.07692308,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
F,WHITE,33-37,25,False,6.0,High,At least some college,1,Property,Less than 1 year,10 or more,5,1,5 or more,0,2,True,False,3 or more,1,False,3 or more,0,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,33.363432308,0.117954093,0.00040596,0.089544301,0.020917117,0.0,0.0,False,True,True,False,False,1,1,0
M,WHITE,18-22,14,False,9.0,Specialized,Less than HS diploma,0,Violent/Sex,1-2 years,4,1,0,1,1,2,False,False,1,0,False,1,1,False,False,False,False,False,False,True,True,False,False,False,False,4 or more,6,0,0,43.13333333,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,0,0,0
M,WHITE,28-32,21,False,5.0,Standard,At least some college,2,Drug,Less than 1 year,2,1,0,0,2,0,False,False,0,2,False,0,1,False,False,False,False,False,True,False,False,False,False,False,False,0,10 or more,0,2,20.87179487,0.0,0.0,0.0,0.0,1.0,0.897420147,False,False,False,False,False,0,0,0
F,WHITE,43-47,3,False,7.0,High,Less than HS diploma,2,Other,Less than 1 year,2,0,0,1,1,0,False,False,0,0,False,0,0,False,False,False,False,False,True,False,False,False,False,True,False,0,4,0,3 or more,108.8888889,0.0,0.0,0.0,0.0,0.994897959,0.372704082,False,False,False,False,False,0,0,0
M,WHITE,28-32,7,False,10.0,Specialized,High School Diploma,0,Other,1-2 years,1,6 or more,0,3,2,0,False,False,0,3,False,0,1,False,False,False,False,False,True,False,False,False,False,False,False,3,3,0,0,48.35,0.100000001,0.0,0.050000001,0.0,0.977249224,0.377714581,False,False,False,False,False,0,0,0
M,WHITE,33-37,3,True,4.0,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,8,2,3 or more,4,0,0,False,False,2,2,True,2,0,False,False,False,False,False,True,True,True,False,True,False,False,0,0,0,1,9.9,0.0,0.0,0.0,0.033333335,0.811447811,1.0,False,True,True,False,False,0,0,0
M,BLACK,23-27,4,False,6.0,Standard,Less than HS diploma,0,Property,More than 3 years,2,0,1,1,0,0,False,False,0,0,False,1,0,False,False,False,False,False,False,True,True,True,True,True,False,4 or more,0,0,0,278.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,BLACK,18-22,19,False,10.0,Specialized,Less than HS diploma,3 or more,Other,1-2 years,1,1,1,1,0,0,False,False,0,1,True,0,0,False,False,False,False,False,True,False,False,False,True,False,False,4 or more,5,3 or more,3 or more,22.25,0.5,0.125,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,WHITE,48 or older,18,False,3.0,Specialized,At least some college,3 or more,Other,Greater than 2 to 3 years,2,0,0,0,0,0,False,False,2,0,False,0,0,False,False,True,False,False,False,True,True,True,False,False,False,0,10 or more,2,0,89.88888889,0.0,0.0,0.0,0.0,0.982694685,0.225741656,True,False,False,False,False,0,0,0
M,BLACK,48 or older,9,False,5.0,Standard,High School Diploma,0,Other,1-2 years,10 or more,6 or more,2,5 or more,0,5 or more,False,False,3 or more,4 or more,True,3 or more,0,False,False,False,False,False,True,True,False,False,False,False,False,1,0,0,3 or more,22.4,0.0,0.0,0.0,0.0,0.0,1.0,True,True,True,False,False,0,0,0
M,BLACK,23-27,2,False,7.0,Specialized,High School Diploma,1,Violent/Non-Sex,More than 3 years,1,3,1,0,1,0,False,False,0,0,True,0,0,False,False,True,False,False,False,True,True,True,False,False,False,0,0,0,2,103.9090909,0.090909094,0.0,0.0,0.0,1.0,0.319553806,False,False,False,False,False,0,0,0
M,BLACK,18-22,1,True,8.0,High,Less than HS diploma,3 or more,Other,Less than 1 year,6,6 or more,2,4,0,5 or more,True,False,0,4 or more,False,3 or more,0,False,False,False,False,True,False,True,False,False,True,False,False,2,2,1,0,71.6,0.200000003,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,BLACK,23-27,19,False,5.0,Standard,High School Diploma,3 or more,Other,Less than 1 year,1,0,0,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,115.2,0.0,0.0,0.0,0.0,0.329861111,0.634114583,False,True,False,False,True,0,0,0
M,BLACK,18-22,2,False,6.0,Standard,High School Diploma,2,Property,Less than 1 year,3,3,0,2,0,2,False,False,1,3,True,2,0,False,False,False,False,True,True,True,False,False,False,False,False,0,0,0,0,74.6,0.200000003,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0
M,WHITE,43-47,11,False,2.0,Standard,High School Diploma,0,Property,Less than 1 year,1,0,0,1,0,0,False,False,1,0,False,1,0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,13.28571429,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0
M,BLACK,38-42,14,False,4.0,Standard,High School Diploma,3 or more,Property,Less than 1 year,5,6 or more,2,1,0,3,False,True,1,1,False,0,0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,74.450162308,0.223341559,0.001556515,0.001900839,0.029211528,0.0,0.0,False,True,True,False,False,1,1,0
F,BLACK,23-27,23,False,7.0,High,High School Diploma,1,Property,Less than 1 year,3,4,1,1,1,2,False,True,0,3,False,1,0,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,1,44.1,0.0,0.0,0.0,0.0,0.916099773,0.828231293,True,False,False,False,False,0,0,0
M,WHITE,18-22,21,False,8.0,High,High School Diploma,0,Other,More than 3 years,2,0,1,1,0,0,False,False,1,0,False,0,0,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,2,46.375,0.0,0.0,0.0,0.0,0.126684636,1.969002695,True,True,True,False,False,0,0,0
M,BLACK,28-32,10,False,4.0,Standard,Less than HS diploma,2,Property,Less than 1 year,3,2,0,3,1,1,False,False,0,1,False,2,0,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,158.6666667,0.0,0.0,0.0,0.0,0.109243697,0.767331933,True,True,True,False,False,0,0,0
F,WHITE,28-32,21,False,5.0,Specialized,Less than HS diploma,3 or more,Other,1-2 years,8,6 or more,1,3,1,5 or more,False,False,3 or more,4 or more,True,2,1,True,False,False,False,True,True,False,True,False,True,False,False,0,10 or more,0,0,18.0,0.0,0.0,0.0,0.0,1.0,2.0,False,False,False,False,False,0,0,0
M,BLACK,18-22,6,True,8.0,High,Less than HS diploma,1,Property,Less than 1 year,5,2,3 or more,2,0,2,False,True,0,1,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,18.25,0.5,0.0,0.0,0.0,0.671232877,1.0,False,True,True,False,False,0,0,0
F,BLACK,48 or older,22,False,3.0,High,Less than HS diploma,3 or more,Property,Greater than 2 to 3 years,10 or more,5,0,5 or more,0,5 or more,False,False,3 or more,3,False,3 or more,0,True,False,False,True,False,False,False,False,False,True,False,False,0,2,3 or more,0,73.11111111,0.037037037,0.0,0.0,0.0,0.50810537,0.185030395,False,False,False,False,False,0,0,0
M,BLACK,28-32,23,False,6.0,High,Less than HS diploma,3 or more,Property,Less than 1 year,10 or more,5,1,5 or more,5 or more,5 or more,False,False,3 or more,3,True,3 or more,2 or more,True,False,False,False,False,True,False,False,False,False,False,False,0,6,0,0,97.66666667,0.0,0.0,0.0,0.0,1.0,2.0,False,False,False,False,False,0,0,1
M,BLACK,38-42,23,False,4.0,Specialized,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,5,4,2,1,0,4,False,False,1,2,True,1,0,False,False,False,True,False,True,False,True,False,True,False,False,4 or more,0,0,1,1023.0,0.5,0.0,0.0,0.0,0.049364614,0.178519062,False,False,False,False,False,0,0,0
